TEAM NAME,SLOT,TYPE,TEXTURE,FILENAME
notredame,alt03,dark,06-TC_Face_Protector.png,70cf006c2ba8aad7-598eefcab082934a-00005994.png
notredame,alt03,dark,25-TC_Face_Protector_Top.png,6b25aad02bc781bb-598eefcab082934a-00005554.png
notredame,alt03,dark,14-Bk_TC_Pad.png,7681550dea5b951d-1948bf42203f8b07-00005993.png
notredame,alt03,dark,10-Wt_TC_Pad.png,7681550dea5b951d-80ce1babfa0d7d6b-00005993.png
notredame,alt03,dark,07-TC_Med_Band--34_sleeve_top.png,be85f4bf3d074dba-58c370d4ff28123e-00005993.png
notredame,alt03,dark,04-TC_Thin_Band.png,be85f4bf3d074dba-b4add4c22bea6d8b-00005993.png
notredame,alt03,dark,15-TC_Long_Sleeve.png,8fb789c60161de74-e3e42137490072a2-00005993.png
notredame,alt03,dark,wrist_QB_Wrist_Bk.png,3a30272f374c5d47-1948bf42203f8b07-00005993.png
notredame,alt03,dark,wrist_QB_Wrist_Wt.png,3a30272f374c5d47-80ce1babfa0d7d6b-00005993.png
notredame,alt03,dark,03-TC_QB_Wrist.png,3a30272f374c5d47-e3e42137490072a2-00005993.png
notredame,alt03,dark,01-TC_Wrist.png,8006ca814728a41c-1948bf42203f8b07-00005993.png
notredame,alt03,dark,wrist_Half_Sleeve_Wt.png,faf01b33cbdc0f1a-80ce1babfa0d7d6b-00005993.png
notredame,alt03,dark,wrist_Half_Sleeve_Bk.png,faf01b33cbdc0f1a-1948bf42203f8b07-00005993.png
notredame,alt03,dark,11-TC_Half_Sleeve.png,faf01b33cbdc0f1a-e3e42137490072a2-00005993.png
notredame,alt03,dark,16-Shoe.png,9b96b9191c431b47-a41e38d35daca75f-000059d3.png
notredame,alt03,dark,17-Shoe_w_White_Tape.png,adf3868e35b7c0c2-a41e38d35daca75f-000059d3.png
notredame,alt03,dark,23-Shoe_w_Black_Tape.png,adf3868e35b7c0c2-db2c66289ef24fd8-000059d3.png
notredame,alt03,dark,24-Shoe_w_TC_Tape.png,adf3868e35b7c0c2-8e39cac58f87d97c-000059d3.png
notredame,alt03,dark,13-Sock.png,3dd54b7ea125e613-dfe4b43fe5e61d63-000059d4.png
notredame,alt03,dark,helmet.png,f346eabb4ebe69a2-ea124b32c7cb3bb6-00005e13.png
notredame,alt03,dark,22-Chinstrap.png,79750e5caa8c578f-8a5bdc16f8205623-00005593.png
notredame,alt03,dark,pridesticker.png,9aa23b7ab6167ccc-b395a2462d00703b-00005554.png
notredame,alt03,dark,18-Facemask_Far.png,3b6b1af18c7c1263-42fe0ef085c97001-00005554.png
notredame,alt03,dark,20-Facemask_Near.png,9a6dc86b18b97929-e040e0597fc08e3c-00005554.png
notredame,alt03,dark,pants.png,f851d765f16e1754-c7bf4c5f6fc6f6c7-00006213.png
notredame,alt03,dark,jersey.png,37b0e51a5507d236-a17d0a53425af672-00006213.png
notredame,alt03,dark,num07.png,6f9be133e2d64b70-bda30e3acc25c4fc-00006214.png
notredame,alt03,dark,num89.png,4cac6758d59e93c3-bda30e3acc25c4fc-00005dd4.png
notredame,alt03,dark,num07shadow.png,6f9be133e2d64b70-c006383c99eb0c44-00006214.png
notredame,alt03,dark,num89shadow.png,4cac6758d59e93c3-c006383c99eb0c44-00005dd4.png
notredame,alt03,dark,num07helmet.png,6f9be133e2d64b70-7e5e67ed249670ca-00006214.png
notredame,alt03,dark,num89helmet.png,4cac6758d59e93c3-7e5e67ed249670ca-00005dd4.png
notredame,alt03,dark,num07ss.png,6f9be133e2d64b70-21e48a77539f5932-00006214.png
notredame,alt03,dark,num89ss.png,4cac6758d59e93c3-21e48a77539f5932-00005dd4.png
notredame,alt03,dark,glove.png,a5a2f37bbe2b9c4e-c8c347e1d0cc7ebc-000059d3.png
notredame,alt03,dark,glove-second.png,69f9bb20b994f260-c8c347e1d0cc7ebc-000059d3.png
