TEAM NAME,SLOT,TYPE,TEXTURE,FILENAME
ecu,alt08,light,06-TC_Face_Protector.png,70cf006c2ba8aad7-e572fa08e33c931e-00005994.png
ecu,alt08,light,25-TC_Face_Protector_Top.png,6b25aad02bc781bb-e572fa08e33c931e-00005554.png
ecu,alt08,light,14-Bk_TC_Pad.png,7681550dea5b951d-d2a712852882fd8-00005993.png
ecu,alt08,light,10-Wt_TC_Pad.png,7681550dea5b951d-56020661984f9935-00005993.png
ecu,alt08,light,07-TC_Med_Band--34_sleeve_top.png,be85f4bf3d074dba-7bae7e82254cfbca-00005993.png
ecu,alt08,light,04-TC_Thin_Band.png,be85f4bf3d074dba-63cc586a1110e158-00005993.png
ecu,alt08,light,15-TC_Long_Sleeve.png,8fb789c60161de74-bfb2f4ebf43abd13-00005993.png
ecu,alt08,light,wrist_QB_Wrist_Bk.png,3a30272f374c5d47-d2a712852882fd8-00005993.png
ecu,alt08,light,wrist_QB_Wrist_Wt.png,3a30272f374c5d47-56020661984f9935-00005993.png
ecu,alt08,light,03-TC_QB_Wrist.png,3a30272f374c5d47-bfb2f4ebf43abd13-00005993.png
ecu,alt08,light,01-TC_Wrist.png,8006ca814728a41c-d2a712852882fd8-00005993.png
ecu,alt08,light,wrist_Half_Sleeve_Wt.png,faf01b33cbdc0f1a-56020661984f9935-00005993.png
ecu,alt08,light,wrist_Half_Sleeve_Bk.png,faf01b33cbdc0f1a-d2a712852882fd8-00005993.png
ecu,alt08,light,11-TC_Half_Sleeve.png,faf01b33cbdc0f1a-bfb2f4ebf43abd13-00005993.png
ecu,alt08,light,16-Shoe.png,9b96b9191c431b47-e448a684a93f680e-000059d3.png
ecu,alt08,light,17-Shoe_w_White_Tape.png,adf3868e35b7c0c2-e448a684a93f680e-000059d3.png
ecu,alt08,light,23-Shoe_w_Black_Tape.png,adf3868e35b7c0c2-94eea2b4606a122d-000059d3.png
ecu,alt08,light,24-Shoe_w_TC_Tape.png,adf3868e35b7c0c2-fe3052fc63e8650d-000059d3.png
ecu,alt08,light,13-Sock.png,9579dee090d48a4e-135f4ac951d47b71-000059d4.png
ecu,alt08,light,helmet.png,b0401c8a8f5e431e-580103090d014fc4-00005e13.png
ecu,alt08,light,22-Chinstrap.png,79750e5caa8c578f-297ccd09c25a3fec-00005593.png
ecu,alt08,light,pridesticker.png,718b53594a283a61-b5d58d266a9ebe35-00005554.png
ecu,alt08,light,18-Facemask_Far.png,81fbb5966065ab9d-85cd0f85eaef4b5e-00005554.png
ecu,alt08,light,20-Facemask_Near.png,e9bee4c468e86772-93b53ffe47efa233-00005554.png
ecu,alt08,light,pants.png,b9e7ca7930049f51-dfbb538a4e7d3a5c-00006213.png
ecu,alt08,light,jersey.png,c4ff37260436eb71-75114a848dbbd16c-00006213.png
ecu,alt08,light,num07.png,a7e400766be8ae53-7c7af47e62cb299c-00006214.png
ecu,alt08,light,num89.png,ac00415c83b21484-7c7af47e62cb299c-00005dd4.png
ecu,alt08,light,num07shadow.png,a7e400766be8ae53-c006383c99eb0c44-00006214.png
ecu,alt08,light,num89shadow.png,ac00415c83b21484-c006383c99eb0c44-00005dd4.png
ecu,alt08,light,num07helmet.png,a7e400766be8ae53-86372989f9238953-00006214.png
ecu,alt08,light,num89helmet.png,ac00415c83b21484-86372989f9238953-00005dd4.png
ecu,alt08,light,num07ss.png,a7e400766be8ae53-88d69c09588ec9f5-00006214.png
ecu,alt08,light,num89ss.png,ac00415c83b21484-88d69c09588ec9f5-00005dd4.png
